model,term,estimate,std_error,conf_low,conf_high,p_value,n
OLS_HC1,const,-4.658952798546041,0.652173615956968,-5.937213085821698,-3.380692511270384,9.083115481352774e-13,40
OLS_HC1,pf,-0.18609879875391944,0.1035805106717573,-0.3891165996705638,0.016919002162724878,0.07238986055920343,40
OLS_HC1,y,0.8484090156848584,0.06580900474106596,0.719423366392369,0.9773946649773477,4.993849918163639e-38,40
OLS_HC1,pb,-0.29963556950555886,0.08641171714789292,-0.469002535115429,-0.13026860389568876,0.000525257237627848,40
