model,term,estimate,std_error,conf_low,conf_high,statistic,p_value
OLS_HC1,(Intercept),-4.658952798546041,0.6521736159549694,-5.937213085817781,-3.380692511274301,-7.143730878661807,2.128614953223547e-8
OLS_HC1,pf,-0.18609879875391883,0.10358051067160441,-0.38911659967026346,0.01691900216242581,-1.796658440350169,0.0807847374680149
OLS_HC1,y,0.8484090156848582,0.06580900474087333,0.7194233663927465,0.9773946649769698,12.891989766833834,4.679045075456733e-15
OLS_HC1,pb,-0.29963556950555653,0.08641171714789392,-0.4690025351154286,-0.13026860389568445,-3.467534026580323,0.0013781743437037437
